Model,Query_ID,Language,Semantic_Type,MRR,P@5,P@10,Recall@10,Retrieved_Ids,Ground_Truth_Ids
MSBERT,Q_068,Tagalog,Case-Law,0.5,0.4,0.2,0.3333333333333333,"[""PASSAGE_08183"", ""PASSAGE_09970"", ""PASSAGE_14691"", ""PASSAGE_13242"", ""PASSAGE_25902"", ""PASSAGE_08185"", ""PASSAGE_25910"", ""PASSAGE_17474"", ""PASSAGE_08170"", ""PASSAGE_16953""]","[""PASSAGE_10510"", ""PASSAGE_09970"", ""PASSAGE_24229"", ""PASSAGE_14691"", ""PASSAGE_13795"", ""PASSAGE_09976""]"
MSBERT,Q_069,Tagalog,Definitional,0.5,0.2,0.1,0.16666666666666666,"[""PASSAGE_08207"", ""PASSAGE_15431"", ""PASSAGE_21405"", ""PASSAGE_13012"", ""PASSAGE_19443"", ""PASSAGE_16385"", ""PASSAGE_09570"", ""PASSAGE_12921"", ""PASSAGE_13754"", ""PASSAGE_05775""]","[""PASSAGE_15431"", ""PASSAGE_06431"", ""PASSAGE_07923"", ""PASSAGE_11687"", ""PASSAGE_17490"", ""PASSAGE_27669""]"
MSBERT,Q_071,Tagalog,Definitional,1.0,0.2,0.1,0.5,"[""PASSAGE_27670"", ""PASSAGE_10150"", ""PASSAGE_27657"", ""PASSAGE_16774"", ""PASSAGE_11687"", ""PASSAGE_10232"", ""PASSAGE_11148"", ""PASSAGE_16773"", ""PASSAGE_08659"", ""PASSAGE_06172""]","[""PASSAGE_27670"", ""PASSAGE_05509""]"
MSBERT,Q_079,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_25242"", ""PASSAGE_13743"", ""PASSAGE_12548"", ""PASSAGE_25120"", ""PASSAGE_12551"", ""PASSAGE_12459"", ""PASSAGE_21819"", ""PASSAGE_09629"", ""PASSAGE_09984"", ""PASSAGE_13907""]","[""PASSAGE_13117"", ""PASSAGE_13091"", ""PASSAGE_13084""]"
MSBERT,Q_080,Tagalog,Procedural,0.3333333333333333,0.2,0.1,0.3333333333333333,"[""PASSAGE_06172"", ""PASSAGE_17186"", ""PASSAGE_16774"", ""PASSAGE_14020"", ""PASSAGE_24332"", ""PASSAGE_27670"", ""PASSAGE_10150"", ""PASSAGE_08661"", ""PASSAGE_12704"", ""PASSAGE_27971""]","[""PASSAGE_14870"", ""PASSAGE_16774"", ""PASSAGE_13738""]"
MSBERT,Q_088,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_25951"", ""PASSAGE_02104"", ""PASSAGE_25952"", ""PASSAGE_25961"", ""PASSAGE_02039"", ""PASSAGE_05472"", ""PASSAGE_05176"", ""PASSAGE_14854"", ""PASSAGE_14857"", ""PASSAGE_23937""]","[""PASSAGE_04252""]"
MSBERT,Q_092,English,Definitional,0.5,0.2,0.1,0.16666666666666666,"[""PASSAGE_00207"", ""PASSAGE_22748"", ""PASSAGE_23043"", ""PASSAGE_23170"", ""PASSAGE_23236"", ""PASSAGE_04156"", ""PASSAGE_23099"", ""PASSAGE_23072"", ""PASSAGE_23140"", ""PASSAGE_23054""]","[""PASSAGE_23193"", ""PASSAGE_23100"", ""PASSAGE_22748"", ""PASSAGE_08944"", ""PASSAGE_09229"", ""PASSAGE_24928""]"
MSBERT,Q_103,English,Definitional,1.0,0.6,0.4,0.6666666666666666,"[""PASSAGE_23306"", ""PASSAGE_23290"", ""PASSAGE_23142"", ""PASSAGE_23244"", ""PASSAGE_22749"", ""PASSAGE_09913"", ""PASSAGE_23291"", ""PASSAGE_23630"", ""PASSAGE_07743"", ""PASSAGE_23179""]","[""PASSAGE_23306"", ""PASSAGE_23171"", ""PASSAGE_23290"", ""PASSAGE_09913"", ""PASSAGE_23142"", ""PASSAGE_09224""]"
MSBERT,Q_108,English,Definitional,0.5,0.4,0.3,0.75,"[""PASSAGE_18681"", ""PASSAGE_14312"", ""PASSAGE_14138"", ""PASSAGE_12508"", ""PASSAGE_24880"", ""PASSAGE_26838"", ""PASSAGE_00516"", ""PASSAGE_18958"", ""PASSAGE_21622"", ""PASSAGE_23073""]","[""PASSAGE_14312"", ""PASSAGE_12520"", ""PASSAGE_21622"", ""PASSAGE_12508""]"
MSBERT,Q_114,English,Procedural,0.2,0.2,0.1,0.14285714285714285,"[""PASSAGE_26986"", ""PASSAGE_07925"", ""PASSAGE_02058"", ""PASSAGE_16816"", ""PASSAGE_09093"", ""PASSAGE_20914"", ""PASSAGE_15291"", ""PASSAGE_14585"", ""PASSAGE_08473"", ""PASSAGE_12925""]","[""PASSAGE_16598"", ""PASSAGE_15433"", ""PASSAGE_23782"", ""PASSAGE_09419"", ""PASSAGE_16597"", ""PASSAGE_15435"", ""PASSAGE_09093""]"
MSBERT,Q_116,Tagalog,Case-Law,1.0,0.6,0.4,0.6666666666666666,"[""PASSAGE_02239"", ""PASSAGE_02241"", ""PASSAGE_08837"", ""PASSAGE_22707"", ""PASSAGE_18522"", ""PASSAGE_26220"", ""PASSAGE_02240"", ""PASSAGE_17646"", ""PASSAGE_17645"", ""PASSAGE_17069""]","[""PASSAGE_02239"", ""PASSAGE_02240"", ""PASSAGE_02241"", ""PASSAGE_02243"", ""PASSAGE_08837"", ""PASSAGE_02242""]"
MSBERT,Q_138,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_27670"", ""PASSAGE_11687"", ""PASSAGE_16774"", ""PASSAGE_10150"", ""PASSAGE_10232"", ""PASSAGE_27657"", ""PASSAGE_11148"", ""PASSAGE_08659"", ""PASSAGE_08661"", ""PASSAGE_16773""]","[""PASSAGE_04796""]"
MSBERT,Q_139,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_27670"", ""PASSAGE_10232"", ""PASSAGE_16773"", ""PASSAGE_10150"", ""PASSAGE_11687"", ""PASSAGE_26284"", ""PASSAGE_27657"", ""PASSAGE_16774"", ""PASSAGE_27971"", ""PASSAGE_08659""]","[""PASSAGE_12551""]"
MSBERT,Q_153,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_11687"", ""PASSAGE_27670"", ""PASSAGE_16774"", ""PASSAGE_27657"", ""PASSAGE_11148"", ""PASSAGE_10150"", ""PASSAGE_10232"", ""PASSAGE_08661"", ""PASSAGE_17186"", ""PASSAGE_06172""]","[""PASSAGE_12636""]"
MSBERT,Q_158,English,Case-Law,0.3333333333333333,0.4,0.2,0.6666666666666666,"[""PASSAGE_02244"", ""PASSAGE_09806"", ""PASSAGE_07100"", ""PASSAGE_17610"", ""PASSAGE_09146"", ""PASSAGE_12781"", ""PASSAGE_23070"", ""PASSAGE_18366"", ""PASSAGE_10059"", ""PASSAGE_06863""]","[""PASSAGE_09146"", ""PASSAGE_07100"", ""PASSAGE_09222""]"
MSBERT,Q_164,Tagalog,Procedural,1.0,0.6,0.3,0.75,"[""PASSAGE_27670"", ""PASSAGE_16773"", ""PASSAGE_10232"", ""PASSAGE_06172"", ""PASSAGE_08659"", ""PASSAGE_11687"", ""PASSAGE_10150"", ""PASSAGE_27971"", ""PASSAGE_27658"", ""PASSAGE_17186""]","[""PASSAGE_27670"", ""PASSAGE_16773"", ""PASSAGE_10232"", ""PASSAGE_27669""]"
MSBERT,Q_167,Tagalog,Definitional,0.0,0.0,0.0,0.0,"[""PASSAGE_10150"", ""PASSAGE_11687"", ""PASSAGE_27670"", ""PASSAGE_10232"", ""PASSAGE_16774"", ""PASSAGE_08661"", ""PASSAGE_16773"", ""PASSAGE_17186"", ""PASSAGE_27657"", ""PASSAGE_08659""]","[""PASSAGE_04796"", ""PASSAGE_23861""]"
MSBERT,Q_173,Tagalog,Definitional,1.0,0.8,0.4,0.5,"[""PASSAGE_04600"", ""PASSAGE_20049"", ""PASSAGE_12276"", ""PASSAGE_08979"", ""PASSAGE_25191"", ""PASSAGE_08478"", ""PASSAGE_04426"", ""PASSAGE_09016"", ""PASSAGE_13599"", ""PASSAGE_25763""]","[""PASSAGE_04600"", ""PASSAGE_13382"", ""PASSAGE_20049"", ""PASSAGE_16656"", ""PASSAGE_12276"", ""PASSAGE_26776"", ""PASSAGE_08979"", ""PASSAGE_11055""]"
MSBERT,Q_178,Tagalog,Procedural,0.3333333333333333,0.2,0.1,0.2,"[""PASSAGE_16774"", ""PASSAGE_11687"", ""PASSAGE_11148"", ""PASSAGE_10232"", ""PASSAGE_10150"", ""PASSAGE_06172"", ""PASSAGE_17186"", ""PASSAGE_27670"", ""PASSAGE_13076"", ""PASSAGE_27657""]","[""PASSAGE_22180"", ""PASSAGE_08660"", ""PASSAGE_11148"", ""PASSAGE_19609"", ""PASSAGE_08661""]"
LEGAL_BERT,Q_007,Tagalog,Procedural,0.0,0.0,0.0,0.0,"[""PASSAGE_24331"", ""PASSAGE_14019"", ""PASSAGE_12440"", ""PASSAGE_15403"", ""PASSAGE_08658"", ""PASSAGE_10150"", ""PASSAGE_17185"", ""PASSAGE_09039"", ""PASSAGE_04063"", ""PASSAGE_16774""]","[""PASSAGE_23364"", ""PASSAGE_23366"", ""PASSAGE_23362"", ""PASSAGE_17474"", ""PASSAGE_23363""]"
LEGAL_BERT,Q_013,Code-Switched,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_15403"", ""PASSAGE_27941"", ""PASSAGE_04063"", ""PASSAGE_24331"", ""PASSAGE_08658"", ""PASSAGE_27897"", ""PASSAGE_09039"", ""PASSAGE_20347"", ""PASSAGE_14019"", ""PASSAGE_13076""]","[""PASSAGE_12551"", ""PASSAGE_03566""]"
LEGAL_BERT,Q_018,Tagalog,Definitional,0.0,0.0,0.0,0.0,"[""PASSAGE_15403"", ""PASSAGE_24331"", ""PASSAGE_04063"", ""PASSAGE_27941"", ""PASSAGE_27897"", ""PASSAGE_09039"", ""PASSAGE_27669"", ""PASSAGE_08658"", ""PASSAGE_05494"", ""PASSAGE_18463""]","[""PASSAGE_14518"", ""PASSAGE_03576"", ""PASSAGE_03577"", ""PASSAGE_03574""]"
LEGAL_BERT,Q_020,English,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_18168"", ""PASSAGE_14800"", ""PASSAGE_13024"", ""PASSAGE_11696"", ""PASSAGE_26517"", ""PASSAGE_26209"", ""PASSAGE_25981"", ""PASSAGE_21579"", ""PASSAGE_04297"", ""PASSAGE_14801""]","[""PASSAGE_12460"", ""PASSAGE_16107"", ""PASSAGE_12459"", ""PASSAGE_05937"", ""PASSAGE_17818"", ""PASSAGE_14878"", ""PASSAGE_16106""]"
LEGAL_BERT,Q_028,English,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_18463"", ""PASSAGE_27941"", ""PASSAGE_17578"", ""PASSAGE_27897"", ""PASSAGE_04063"", ""PASSAGE_24332"", ""PASSAGE_27736"", ""PASSAGE_16948"", ""PASSAGE_18450"", ""PASSAGE_12464""]","[""PASSAGE_18171"", ""PASSAGE_18168"", ""PASSAGE_18160""]"
LEGAL_BERT,Q_033,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_08658"", ""PASSAGE_20347"", ""PASSAGE_24331"", ""PASSAGE_06180"", ""PASSAGE_09039"", ""PASSAGE_13076"", ""PASSAGE_14019"", ""PASSAGE_24332"", ""PASSAGE_04063"", ""PASSAGE_27669""]","[""PASSAGE_12307"", ""PASSAGE_12299"", ""PASSAGE_12298"", ""PASSAGE_22528""]"
LEGAL_BERT,Q_044,English,Case-Law,1.0,0.4,0.3,0.3,"[""PASSAGE_26198"", ""PASSAGE_26203"", ""PASSAGE_18087"", ""PASSAGE_12642"", ""PASSAGE_15373"", ""PASSAGE_17591"", ""PASSAGE_26215"", ""PASSAGE_11507"", ""PASSAGE_26205"", ""PASSAGE_24004""]","[""PASSAGE_04558"", ""PASSAGE_05544"", ""PASSAGE_26198"", ""PASSAGE_26203"", ""PASSAGE_05546"", ""PASSAGE_26205"", ""PASSAGE_08162"", ""PASSAGE_26225"", ""PASSAGE_26219"", ""PASSAGE_28860""]"
LEGAL_BERT,Q_045,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_14019"", ""PASSAGE_08658"", ""PASSAGE_14018"", ""PASSAGE_11687"", ""PASSAGE_27656"", ""PASSAGE_27669"", ""PASSAGE_15389"", ""PASSAGE_16774"", ""PASSAGE_15403"", ""PASSAGE_17185""]","[""PASSAGE_27670"", ""PASSAGE_03566""]"
LEGAL_BERT,Q_051,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_08658"", ""PASSAGE_20347"", ""PASSAGE_14019"", ""PASSAGE_16774"", ""PASSAGE_06180"", ""PASSAGE_17185"", ""PASSAGE_16772"", ""PASSAGE_15389"", ""PASSAGE_12539"", ""PASSAGE_09039""]","[""PASSAGE_27363"", ""PASSAGE_27361"", ""PASSAGE_27365""]"
LEGAL_BERT,Q_064,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_27941"", ""PASSAGE_27897"", ""PASSAGE_19238"", ""PASSAGE_27129"", ""PASSAGE_28784"", ""PASSAGE_28520"", ""PASSAGE_28653"", ""PASSAGE_10229"", ""PASSAGE_12095"", ""PASSAGE_27736""]","[""PASSAGE_25118"", ""PASSAGE_25151"", ""PASSAGE_25196""]"
LEGAL_BERT,Q_068,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_04063"", ""PASSAGE_15403"", ""PASSAGE_18463"", ""PASSAGE_02360"", ""PASSAGE_06180"", ""PASSAGE_26284"", ""PASSAGE_17676"", ""PASSAGE_27941"", ""PASSAGE_13687"", ""PASSAGE_16774""]","[""PASSAGE_10510"", ""PASSAGE_09970"", ""PASSAGE_24229"", ""PASSAGE_14691"", ""PASSAGE_13795"", ""PASSAGE_09976""]"
LEGAL_BERT,Q_069,Tagalog,Definitional,0.3333333333333333,0.4,0.2,0.3333333333333333,"[""PASSAGE_15403"", ""PASSAGE_24331"", ""PASSAGE_27669"", ""PASSAGE_11687"", ""PASSAGE_14017"", ""PASSAGE_18463"", ""PASSAGE_08658"", ""PASSAGE_17185"", ""PASSAGE_14018"", ""PASSAGE_09039""]","[""PASSAGE_15431"", ""PASSAGE_06431"", ""PASSAGE_07923"", ""PASSAGE_11687"", ""PASSAGE_17490"", ""PASSAGE_27669""]"
LEGAL_BERT,Q_071,Tagalog,Definitional,0.0,0.0,0.0,0.0,"[""PASSAGE_08658"", ""PASSAGE_11687"", ""PASSAGE_27669"", ""PASSAGE_14018"", ""PASSAGE_14019"", ""PASSAGE_17185"", ""PASSAGE_12463"", ""PASSAGE_27656"", ""PASSAGE_15389"", ""PASSAGE_16773""]","[""PASSAGE_27670"", ""PASSAGE_05509""]"
LEGAL_BERT,Q_079,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_15403"", ""PASSAGE_27669"", ""PASSAGE_04063"", ""PASSAGE_18463"", ""PASSAGE_08658"", ""PASSAGE_11196"", ""PASSAGE_11687"", ""PASSAGE_27941"", ""PASSAGE_24331"", ""PASSAGE_16356""]","[""PASSAGE_13117"", ""PASSAGE_13091"", ""PASSAGE_13084""]"
LEGAL_BERT,Q_080,Tagalog,Procedural,0.2,0.2,0.1,0.3333333333333333,"[""PASSAGE_15403"", ""PASSAGE_27669"", ""PASSAGE_16772"", ""PASSAGE_08658"", ""PASSAGE_16774"", ""PASSAGE_12440"", ""PASSAGE_27670"", ""PASSAGE_11687"", ""PASSAGE_15389"", ""PASSAGE_14019""]","[""PASSAGE_14870"", ""PASSAGE_16774"", ""PASSAGE_13738""]"
LEGAL_BERT,Q_088,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_24331"", ""PASSAGE_26284"", ""PASSAGE_18463"", ""PASSAGE_15403"", ""PASSAGE_15468"", ""PASSAGE_12464"", ""PASSAGE_24332"", ""PASSAGE_26285"", ""PASSAGE_17676"", ""PASSAGE_04790""]","[""PASSAGE_04252""]"
LEGAL_BERT,Q_092,English,Definitional,1.0,0.6,0.3,0.5,"[""PASSAGE_23100"", ""PASSAGE_08944"", ""PASSAGE_23193"", ""PASSAGE_23853"", ""PASSAGE_23854"", ""PASSAGE_23141"", ""PASSAGE_23296"", ""PASSAGE_23150"", ""PASSAGE_14093"", ""PASSAGE_23097""]","[""PASSAGE_23193"", ""PASSAGE_23100"", ""PASSAGE_22748"", ""PASSAGE_08944"", ""PASSAGE_09229"", ""PASSAGE_24928""]"
LEGAL_BERT,Q_103,English,Definitional,0.0,0.0,0.0,0.0,"[""PASSAGE_27608"", ""PASSAGE_15663"", ""PASSAGE_05494"", ""PASSAGE_04732"", ""PASSAGE_11515"", ""PASSAGE_23175"", ""PASSAGE_23107"", ""PASSAGE_09900"", ""PASSAGE_15403"", ""PASSAGE_26943""]","[""PASSAGE_23306"", ""PASSAGE_23171"", ""PASSAGE_23290"", ""PASSAGE_09913"", ""PASSAGE_23142"", ""PASSAGE_09224""]"
LEGAL_BERT,Q_108,English,Definitional,0.0,0.0,0.0,0.0,"[""PASSAGE_15663"", ""PASSAGE_27941"", ""PASSAGE_15403"", ""PASSAGE_27897"", ""PASSAGE_24331"", ""PASSAGE_23384"", ""PASSAGE_10560"", ""PASSAGE_04732"", ""PASSAGE_15246"", ""PASSAGE_11196""]","[""PASSAGE_14312"", ""PASSAGE_12520"", ""PASSAGE_21622"", ""PASSAGE_12508""]"
LEGAL_BERT,Q_114,English,Procedural,1.0,0.6,0.3,0.42857142857142855,"[""PASSAGE_15433"", ""PASSAGE_09419"", ""PASSAGE_15435"", ""PASSAGE_23990"", ""PASSAGE_18448"", ""PASSAGE_14085"", ""PASSAGE_23778"", ""PASSAGE_15436"", ""PASSAGE_08216"", ""PASSAGE_05408""]","[""PASSAGE_16598"", ""PASSAGE_15433"", ""PASSAGE_23782"", ""PASSAGE_09419"", ""PASSAGE_16597"", ""PASSAGE_15435"", ""PASSAGE_09093""]"
LEGAL_BERT,Q_116,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_15403"", ""PASSAGE_09039"", ""PASSAGE_24331"", ""PASSAGE_08658"", ""PASSAGE_14019"", ""PASSAGE_14018"", ""PASSAGE_17185"", ""PASSAGE_16774"", ""PASSAGE_27669"", ""PASSAGE_24332""]","[""PASSAGE_02239"", ""PASSAGE_02240"", ""PASSAGE_02241"", ""PASSAGE_02243"", ""PASSAGE_08837"", ""PASSAGE_02242""]"
LEGAL_BERT,Q_138,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_24331"", ""PASSAGE_08658"", ""PASSAGE_15389"", ""PASSAGE_16774"", ""PASSAGE_12440"", ""PASSAGE_09039"", ""PASSAGE_10150"", ""PASSAGE_14019"", ""PASSAGE_17185"", ""PASSAGE_27656""]","[""PASSAGE_04796""]"
LEGAL_BERT,Q_139,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_08658"", ""PASSAGE_14019"", ""PASSAGE_16774"", ""PASSAGE_27669"", ""PASSAGE_15468"", ""PASSAGE_14018"", ""PASSAGE_15470"", ""PASSAGE_13076"", ""PASSAGE_17185"", ""PASSAGE_10150""]","[""PASSAGE_12551""]"
LEGAL_BERT,Q_153,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_27656"", ""PASSAGE_27657"", ""PASSAGE_06171"", ""PASSAGE_06178"", ""PASSAGE_06177"", ""PASSAGE_08658"", ""PASSAGE_16773"", ""PASSAGE_11113"", ""PASSAGE_08660"", ""PASSAGE_14019""]","[""PASSAGE_12636""]"
LEGAL_BERT,Q_158,English,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_23071"", ""PASSAGE_23055"", ""PASSAGE_23070"", ""PASSAGE_23048"", ""PASSAGE_23306"", ""PASSAGE_23256"", ""PASSAGE_11947"", ""PASSAGE_10055"", ""PASSAGE_23074"", ""PASSAGE_11932""]","[""PASSAGE_09146"", ""PASSAGE_07100"", ""PASSAGE_09222""]"
LEGAL_BERT,Q_164,Tagalog,Procedural,0.3333333333333333,0.2,0.1,0.25,"[""PASSAGE_15403"", ""PASSAGE_04063"", ""PASSAGE_27669"", ""PASSAGE_24331"", ""PASSAGE_16774"", ""PASSAGE_11687"", ""PASSAGE_14546"", ""PASSAGE_15470"", ""PASSAGE_26284"", ""PASSAGE_18463""]","[""PASSAGE_27670"", ""PASSAGE_16773"", ""PASSAGE_10232"", ""PASSAGE_27669""]"
LEGAL_BERT,Q_167,Tagalog,Definitional,0.0,0.0,0.0,0.0,"[""PASSAGE_27656"", ""PASSAGE_06171"", ""PASSAGE_15389"", ""PASSAGE_27657"", ""PASSAGE_06174"", ""PASSAGE_12539"", ""PASSAGE_17185"", ""PASSAGE_11113"", ""PASSAGE_06177"", ""PASSAGE_06178""]","[""PASSAGE_04796"", ""PASSAGE_23861""]"
LEGAL_BERT,Q_173,Tagalog,Definitional,0.0,0.0,0.0,0.0,"[""PASSAGE_08658"", ""PASSAGE_27669"", ""PASSAGE_24331"", ""PASSAGE_27670"", ""PASSAGE_13076"", ""PASSAGE_15470"", ""PASSAGE_04063"", ""PASSAGE_11687"", ""PASSAGE_27658"", ""PASSAGE_20347""]","[""PASSAGE_04600"", ""PASSAGE_13382"", ""PASSAGE_20049"", ""PASSAGE_16656"", ""PASSAGE_12276"", ""PASSAGE_26776"", ""PASSAGE_08979"", ""PASSAGE_11055""]"
LEGAL_BERT,Q_178,Tagalog,Procedural,0.5,0.4,0.2,0.4,"[""PASSAGE_27656"", ""PASSAGE_08660"", ""PASSAGE_08661"", ""PASSAGE_08658"", ""PASSAGE_06178"", ""PASSAGE_08659"", ""PASSAGE_27657"", ""PASSAGE_14019"", ""PASSAGE_12539"", ""PASSAGE_15389""]","[""PASSAGE_22180"", ""PASSAGE_08660"", ""PASSAGE_11148"", ""PASSAGE_19609"", ""PASSAGE_08661""]"
BGE_M3,Q_007,Tagalog,Procedural,1.0,0.8,0.4,0.8,"[""PASSAGE_23364"", ""PASSAGE_23362"", ""PASSAGE_17474"", ""PASSAGE_23363"", ""PASSAGE_23368"", ""PASSAGE_23365"", ""PASSAGE_17475"", ""PASSAGE_19198"", ""PASSAGE_17665"", ""PASSAGE_17664""]","[""PASSAGE_23364"", ""PASSAGE_23366"", ""PASSAGE_23362"", ""PASSAGE_17474"", ""PASSAGE_23363""]"
BGE_M3,Q_013,Code-Switched,Case-Law,1.0,0.4,0.2,1.0,"[""PASSAGE_12551"", ""PASSAGE_03566"", ""PASSAGE_12550"", ""PASSAGE_11692"", ""PASSAGE_27580"", ""PASSAGE_17204"", ""PASSAGE_13081"", ""PASSAGE_13091"", ""PASSAGE_18531"", ""PASSAGE_11995""]","[""PASSAGE_12551"", ""PASSAGE_03566""]"
